,Unnamed: 0,date,audience,creative_family,creative_version,platform,clicks,spend,impressions,reach,concatenated,total_sessions,completions
22310,22310,13/09/2022,1,UnfairAdvantage,Static,User ID Display,49,157.570477,30528,16123,44817_1_UnfairAdvantage_Static_User ID Display,,
80,80,11/04/2022,6,CompetitiveOpportunity,Cancelingyourlock,Domain Display,22,147.321584,30313,4297,44662_6_CompetitiveOpportunity_Cancelingyourlock_Domain Display,32,0
88,88,12/04/2022,6,CompetitiveOpportunity,Cancelingyourlock,Domain Display,40,147.813143,30276,3909,44663_6_CompetitiveOpportunity_Cancelingyourlock_Domain Display,29,0
21794,21794,08/09/2022,3,UnfairAdvantage,Static,User ID Display,58,155.17807,29873,15587,44812_3_UnfairAdvantage_Static_User ID Display,,
26202,26202,21/10/2022,4,CloserTwins,CloseMore,Domain Display,14,180.178713,29757,1442,44855_4_CloserTwins_CloseMore_Domain Display,6,0
22127,22127,11/09/2022,3,UnfairAdvantage,Static,User ID Display,50,151.627106,28982,13489,44815_3_UnfairAdvantage_Static_User ID Display,,
22345,22345,13/09/2022,3,UnfairAdvantage,Static,User ID Display,40,149.36408,28961,15235,44817_3_UnfairAdvantage_Static_User ID Display,,
72,72,10/04/2022,6,CompetitiveOpportunity,Cancelingyourlock,Domain Display,35,141.040706,28948,3445,44661_6_CompetitiveOpportunity_Cancelingyourlock_Domain Display,24,0
22419,22419,14/09/2022,1,UnfairAdvantage,Static,User ID Display,41,148.008145,28867,15385,44818_1_UnfairAdvantage_Static_User ID Display,,
21868,21868,09/09/2022,1,UnfairAdvantage,Static,User ID Display,54,147.529967,28312,14907,44813_1_UnfairAdvantage_Static_User ID Display,,
22454,22454,14/09/2022,3,UnfairAdvantage,Static,User ID Display,40,142.938116,27847,14182,44818_3_UnfairAdvantage_Static_User ID Display,,
26112,26112,20/10/2022,4,CloserTwins,CloseMore,Domain Display,21,167.033611,27443,1527,44854_4_CloserTwins_CloseMore_Domain Display,18,0
25463,25463,13/10/2022,4,UnfairAdvantage,one_page,Domain Display,19,0,27074,2502,44847_4_UnfairAdvantage_one_page_Domain Display,10,0
64,64,09/04/2022,6,CompetitiveOpportunity,Cancelingyourlock,Domain Display,24,131.443949,26981,4266,44660_6_CompetitiveOpportunity_Cancelingyourlock_Domain Display,19,0
21903,21903,09/09/2022,3,UnfairAdvantage,Static,User ID Display,47,140.33067,26923,13597,44813_3_UnfairAdvantage_Static_User ID Display,,
25844,25844,17/10/2022,4,UnfairAdvantage,All,LinkedIn,79,661.963653,26371,0,44851_4_UnfairAdvantage_All_LinkedIn,74,0
22528,22528,15/09/2022,1,UnfairAdvantage,Static,User ID Display,44,133.617796,26065,14117,44819_1_UnfairAdvantage_Static_User ID Display,,
22964,22964,19/09/2022,1,UnfairAdvantage,Static,User ID Display,43,134.354279,26033,13974,44823_1_UnfairAdvantage_Static_User ID Display,,
26025,26025,19/10/2022,4,CloserTwins,Faster,Domain Display,16,153.429807,26013,1296,44853_4_CloserTwins_Faster_Domain Display,16,0
1217,1217,28/04/2022,6,CloserTwins,15_QR,OTT,0,871.83,25643,22352,44679_6_CloserTwins_15_QR_OTT,,
1566,1566,30/04/2022,6,CloserTwins,15_QR,OTT,0,871.8,25641,22060,44681_6_CloserTwins_15_QR_OTT,,
23905,23905,28/09/2022,1,UnfairAdvantage,Static,User ID Display,36,129.730359,25512,13838,44832_1_UnfairAdvantage_Static_User ID Display,,
24444,24444,03/10/2022,1,UnfairAdvantage,Static,User ID Display,43,130.298256,25467,13926,44837_1_UnfairAdvantage_Static_User ID Display,,
515,515,23/04/2022,6,CloserTwins,15s,OTT,0,864.85,25439,21904,44674_6_CloserTwins_15s_OTT,,
23072,23072,20/09/2022,1,UnfairAdvantage,Static,User ID Display,34,129.675054,25399,13624,44824_1_UnfairAdvantage_Static_User ID Display,,
1218,1218,28/04/2022,6,CloserTwins,15s,OTT,0,862.27,25362,22236,44679_6_CloserTwins_15s_OTT,,
22999,22999,19/09/2022,3,UnfairAdvantage,Static,User ID Display,31,128.489236,25266,13154,44823_3_UnfairAdvantage_Static_User ID Display,,
619,619,24/04/2022,6,CloserTwins,15s,OTT,0,858.91,25262,21841,44675_6_CloserTwins_15s_OTT,1,0
24479,24479,03/10/2022,3,UnfairAdvantage,Static,User ID Display,45,130.242044,25220,13359,44837_3_UnfairAdvantage_Static_User ID Display,,
23694,23694,26/09/2022,1,UnfairAdvantage,Static,User ID Display,37,129.152089,25182,13755,44830_1_UnfairAdvantage_Static_User ID Display,,
895,895,26/04/2022,6,CloserTwins,15_QR,OTT,0,855.52,25163,22289,44677_6_CloserTwins_15_QR_OTT,,
23175,23175,21/09/2022,1,UnfairAdvantage,Static,User ID Display,34,128.203229,25148,13333,44825_1_UnfairAdvantage_Static_User ID Display,,
21977,21977,10/09/2022,1,UnfairAdvantage,Static,User ID Display,42,132.598477,25125,12170,44814_1_UnfairAdvantage_Static_User ID Display,,
324,324,21/04/2022,6,CloserTwins,15_QR,OTT,0,853.08,25092,22058,44672_6_CloserTwins_15_QR_OTT,,
618,618,24/04/2022,6,CloserTwins,15_QR,OTT,0,852.9,25088,21820,44675_6_CloserTwins_15_QR_OTT,,
22563,22563,15/09/2022,3,UnfairAdvantage,Static,User ID Display,38,129.632305,25075,13089,44819_3_UnfairAdvantage_Static_User ID Display,,
410,410,22/04/2022,6,CloserTwins,15_QR,OTT,0,851.27,25039,22095,44673_6_CloserTwins_15_QR_OTT,,
1392,1392,29/04/2022,6,CloserTwins,15s,OTT,0,848.04,24942,21554,44680_6_CloserTwins_15s_OTT,2,0
1049,1049,27/04/2022,6,CloserTwins,15s,OTT,0,847.99,24941,21084,44678_6_CloserTwins_15s_OTT,3,0
896,896,26/04/2022,6,CloserTwins,15s,OTT,0,845.53,24870,22080,44677_6_CloserTwins_15s_OTT,2,0
740,740,25/04/2022,6,CloserTwins,15s,OTT,0,844,24826,22059,44676_6_CloserTwins_15s_OTT,,
1567,1567,30/04/2022,6,CloserTwins,15s,OTT,0,843.06,24798,21358,44681_6_CloserTwins_15s_OTT,3,0
17644,17644,07/08/2022,4,CloserTwins,CloseMore,Domain Display,30,187.508245,24738,3712,44780_4_CloserTwins_CloseMore_Domain Display,6,0
1048,1048,27/04/2022,6,CloserTwins,15_QR,OTT,0,841.01,24736,20771,44678_6_CloserTwins_15_QR_OTT,,
411,411,22/04/2022,6,CloserTwins,15s,OTT,0,840.28,24715,21772,44673_6_CloserTwins_15s_OTT,6,0
325,325,21/04/2022,6,CloserTwins,15s,OTT,0,840.1,24710,21652,44672_6_CloserTwins_15s_OTT,3,0
25118,25118,10/10/2022,1,UnfairAdvantage,Static,User ID Display,36,124.858125,24706,12952,44844_1_UnfairAdvantage_Static_User ID Display,,
514,514,23/04/2022,6,CloserTwins,15_QR,OTT,0,838.29,24657,21150,44674_6_CloserTwins_15_QR_OTT,,
25267,25267,11/10/2022,4,UnfairAdvantage,NoDTI,Domain Display,19,0,24604,2298,44845_4_UnfairAdvantage_NoDTI_Domain Display,23,0
26021,26021,19/10/2022,4,CloserTwins,Competitors,Domain Display,12,144.828678,24601,1303,44853_4_CloserTwins_Competitors_Domain Display,13,0
23208,23208,21/09/2022,3,UnfairAdvantage,Static,User ID Display,31,125.346125,24575,12876,44825_3_UnfairAdvantage_Static_User ID Display,,
1391,1391,29/04/2022,6,CloserTwins,15_QR,OTT,0,833.5,24515,21287,44680_6_CloserTwins_15_QR_OTT,,
23727,23727,26/09/2022,3,UnfairAdvantage,Static,User ID Display,35,126.404329,24465,12818,44830_3_UnfairAdvantage_Static_User ID Display,,
739,739,25/04/2022,6,CloserTwins,15_QR,OTT,0,830.1,24416,21761,44676_6_CloserTwins_15_QR_OTT,,
24048,24048,29/09/2022,3,UnfairAdvantage,Static,User ID Display,28,124.821797,24373,12899,44833_3_UnfairAdvantage_Static_User ID Display,,
24696,24696,05/10/2022,3,UnfairAdvantage,Static,User ID Display,40,123.976564,24361,12550,44839_3_UnfairAdvantage_Static_User ID Display,,
23279,23279,22/09/2022,1,UnfairAdvantage,Static,User ID Display,24,126.242323,24357,13206,44826_1_UnfairAdvantage_Static_User ID Display,,
22018,22018,10/09/2022,3,UnfairAdvantage,Static,User ID Display,42,128.578153,24351,11775,44814_3_UnfairAdvantage_Static_User ID Display,,
25149,25149,10/10/2022,3,UnfairAdvantage,Static,User ID Display,33,123.332586,24317,12410,44844_3_UnfairAdvantage_Static_User ID Display,,
23940,23940,28/09/2022,3,UnfairAdvantage,Static,User ID Display,27,124.397041,24309,12747,44832_3_UnfairAdvantage_Static_User ID Display,,
23105,23105,20/09/2022,3,UnfairAdvantage,Static,User ID Display,29,124.037619,24295,12772,44824_3_UnfairAdvantage_Static_User ID Display,,
24013,24013,29/09/2022,1,UnfairAdvantage,Static,User ID Display,24,124.573511,24278,13336,44833_1_UnfairAdvantage_Static_User ID Display,,
23798,23798,27/09/2022,1,UnfairAdvantage,Static,User ID Display,20,123.183527,24215,13344,44831_1_UnfairAdvantage_Static_User ID Display,,
24335,24335,02/10/2022,1,UnfairAdvantage,Static,User ID Display,38,124.01777,24067,12092,44836_1_UnfairAdvantage_Static_User ID Display,,
23833,23833,27/09/2022,3,UnfairAdvantage,Static,User ID Display,28,123.447202,23994,12723,44831_3_UnfairAdvantage_Static_User ID Display,,
24661,24661,05/10/2022,1,UnfairAdvantage,Static,User ID Display,31,121.428701,23979,13034,44839_1_UnfairAdvantage_Static_User ID Display,,
24553,24553,04/10/2022,1,UnfairAdvantage,Static,User ID Display,43,122.21187,23978,13317,44838_1_UnfairAdvantage_Static_User ID Display,,
23312,23312,22/09/2022,3,UnfairAdvantage,Static,User ID Display,27,123.87825,23975,12397,44826_3_UnfairAdvantage_Static_User ID Display,,
25559,25559,14/10/2022,4,UnfairAdvantage,one_page,Domain Display,14,0,23816,1993,44848_4_UnfairAdvantage_one_page_Domain Display,16,0
13322,13322,27/06/2022,6,SEM Ads,Change Wholesale,Google SEM,72,29.72,256,0,44739_6_SEM Ads_Change Wholesale_Google SEM,127,51
24804,24804,06/10/2022,3,UnfairAdvantage,Static,User ID Display,38,121.264729,23786,12382,44840_3_UnfairAdvantage_Static_User ID Display,,
25794,25794,17/10/2022,1,UnfairAdvantage,Static,User ID Display,30,121.633735,23767,12463,44851_1_UnfairAdvantage_Static_User ID Display,,
26417,26417,24/10/2022,1,UnfairAdvantage,Static,User ID Display,36,120.220381,23751,12668,44858_1_UnfairAdvantage_Static_User ID Display,,
24120,24120,30/09/2022,1,UnfairAdvantage,Static,User ID Display,31,121.177374,23594,12639,44834_1_UnfairAdvantage_Static_User ID Display,,
24155,24155,30/09/2022,3,UnfairAdvantage,Static,User ID Display,25,121.53449,23550,12013,44834_3_UnfairAdvantage_Static_User ID Display,,
26442,26442,24/10/2022,3,UnfairAdvantage,Static,User ID Display,50,120.305824,23503,11978,44858_3_UnfairAdvantage_Static_User ID Display,,
24370,24370,02/10/2022,3,UnfairAdvantage,Static,User ID Display,32,121.913689,23483,11346,44836_3_UnfairAdvantage_Static_User ID Display,,
22637,22637,16/09/2022,1,UnfairAdvantage,Static,User ID Display,49,122.733112,23460,12476,44820_1_UnfairAdvantage_Static_User ID Display,,
25825,25825,17/10/2022,3,UnfairAdvantage,Static,User ID Display,30,118.870736,23394,12007,44851_3_UnfairAdvantage_Static_User ID Display,,
24769,24769,06/10/2022,1,UnfairAdvantage,Static,User ID Display,27,119.027858,23385,12582,44840_1_UnfairAdvantage_Static_User ID Display,,
25215,25215,11/10/2022,1,UnfairAdvantage,Static,User ID Display,39,117.705718,23209,12644,44845_1_UnfairAdvantage_Static_User ID Display,,
24588,24588,04/10/2022,3,UnfairAdvantage,Static,User ID Display,57,118.778072,23201,12551,44838_3_UnfairAdvantage_Static_User ID Display,,
12194,12194,21/06/2022,6,SEM Ads,Change Wholesale,Google SEM,87,31.71,232,0,44733_6_SEM Ads_Change Wholesale_Google SEM,140,51
25364,25364,12/10/2022,4,UnfairAdvantage,NoDTI,Domain Display,15,0,23082,1535,44846_4_UnfairAdvantage_NoDTI_Domain Display,12,0
22855,22855,18/09/2022,1,UnfairAdvantage,Static,User ID Display,24,121.611724,23018,11530,44822_1_UnfairAdvantage_Static_User ID Display,,
26291,26291,22/10/2022,4,CloserTwins,Faster,Domain Display,12,153.237569,22902,842,44856_4_CloserTwins_Faster_Domain Display,6,0
22890,22890,18/09/2022,3,UnfairAdvantage,Static,User ID Display,38,120.652844,22855,11077,44822_3_UnfairAdvantage_Static_User ID Display,,
22672,22672,16/09/2022,3,UnfairAdvantage,Static,User ID Display,79,118.401533,22814,11743,44820_3_UnfairAdvantage_Static_User ID Display,,
26137,26137,20/10/2022,5,CloserTwins,Faceoff,Domain Display,9,329.980412,22790,785,44854_5_CloserTwins_Faceoff_Domain Display,46,0
26211,26211,21/10/2022,4,UnfairAdvantage,All,LinkedIn,60,604.11,22747,0,44855_4_UnfairAdvantage_All_LinkedIn,48,0
23590,23590,25/09/2022,1,UnfairAdvantage,Static,User ID Display,55,119.438295,22657,11241,44829_1_UnfairAdvantage_Static_User ID Display,,
24262,24262,01/10/2022,3,UnfairAdvantage,Static,User ID Display,33,118.34629,22650,10776,44835_3_UnfairAdvantage_Static_User ID Display,,
23623,23623,25/09/2022,3,UnfairAdvantage,Static,User ID Display,50,119.155265,22629,11077,44829_3_UnfairAdvantage_Static_User ID Display,,
26136,26136,20/10/2022,5,CloserTwins,Cutdown1B,Domain Display,19,327.293628,22606,702,44854_5_CloserTwins_Cutdown1B_Domain Display,,
25246,25246,11/10/2022,3,UnfairAdvantage,Static,User ID Display,31,114.70341,22576,11937,44845_3_UnfairAdvantage_Static_User ID Display,,
25439,25439,13/10/2022,3,UnfairAdvantage,Static,User ID Display,52,114.052735,22457,11725,44847_3_UnfairAdvantage_Static_User ID Display,,
25835,25835,17/10/2022,4,CloserTwins,Competitors,Domain Display,11,0,22349,1987,44851_4_CloserTwins_Competitors_Domain Display,18,0
25460,25460,13/10/2022,4,UnfairAdvantage,NoDTI,Domain Display,17,0,22243,1757,44847_4_UnfairAdvantage_NoDTI_Domain Display,14,0
25408,25408,13/10/2022,1,UnfairAdvantage,Static,User ID Display,42,112.691447,22230,12097,44847_1_UnfairAdvantage_Static_User ID Display,,
19325,19325,17/08/2022,6,SEM Ads,Change Wholesale,Google SEM,75,50.97,189,0,44790_6_SEM Ads_Change Wholesale_Google SEM,111,51
4529,4529,14/05/2022,4,CloserTwins,CloseMore,Domain Display,55,149.322383,22211,6206,44695_4_CloserTwins_CloseMore_Domain Display,12,0
26011,26011,19/10/2022,3,UnfairAdvantage,Static,User ID Display,20,113.053528,22144,11329,44853_3_UnfairAdvantage_Static_User ID Display,,
48,48,07/04/2022,6,CompetitiveOpportunity,Cancelingyourlock,Domain Display,17,107.773085,22140,5913,44658_6_CompetitiveOpportunity_Cancelingyourlock_Domain Display,22,0
26227,26227,21/10/2022,5,CloserTwins,Faceoff,Domain Display,22,323.183165,22107,718,44855_5_CloserTwins_Faceoff_Domain Display,59,0
26226,26226,21/10/2022,5,CloserTwins,Cutdown1B,Domain Display,18,322.054189,22040,732,44855_5_CloserTwins_Cutdown1B_Domain Display,,
23383,23383,23/09/2022,1,UnfairAdvantage,Static,User ID Display,24,114.185501,22019,11961,44827_1_UnfairAdvantage_Static_User ID Display,,
26631,26631,29/10/2022,4,UnfairAdvantage,All,LinkedIn,73,593.73,22003,0,44863_4_UnfairAdvantage_All_LinkedIn,62,0
25556,25556,14/10/2022,4,UnfairAdvantage,NoDTI,Domain Display,20,0,21915,1474,44848_4_UnfairAdvantage_NoDTI_Domain Display,25,0
25890,25890,18/10/2022,1,UnfairAdvantage,Static,User ID Display,37,110.970233,21893,11725,44852_1_UnfairAdvantage_Static_User ID Display,,
25173,25173,10/10/2022,4,UnfairAdvantage,one_page,Domain Display,11,118.259074,21882,3410,44844_4_UnfairAdvantage_one_page_Domain Display,12,0
26308,26308,22/10/2022,5,CloserTwins,Cutdown1B,Domain Display,30,321.823798,21861,594,44856_5_CloserTwins_Cutdown1B_Domain Display,,
26309,26309,22/10/2022,5,CloserTwins,Faceoff,Domain Display,21,321.274106,21846,633,44856_5_CloserTwins_Faceoff_Domain Display,64,0
23416,23416,23/09/2022,3,UnfairAdvantage,Static,User ID Display,37,113.634394,21814,11458,44827_3_UnfairAdvantage_Static_User ID Display,,
24227,24227,01/10/2022,1,UnfairAdvantage,Static,User ID Display,36,113.027983,21809,11197,44835_1_UnfairAdvantage_Static_User ID Display,,
26450,26450,24/10/2022,4,CloserTwins,Competitors,Domain Display,10,133.429359,21801,667,44858_4_CloserTwins_Competitors_Domain Display,12,0
26135,26135,20/10/2022,5,CloserTwins,Cutdown1A,Domain Display,18,314.906857,21770,693,44854_5_CloserTwins_Cutdown1A_Domain Display,,
26389,26389,23/10/2022,5,CloserTwins,Cutdown1B,Domain Display,13,319.716754,21683,579,44857_5_CloserTwins_Cutdown1B_Domain Display,,
4751,4751,15/05/2022,4,CloserTwins,CloseMore,Domain Display,40,145.353422,21514,5029,44696_4_CloserTwins_CloseMore_Domain Display,5,0
26286,26286,22/10/2022,4,CloserTwins,CloseMore,Domain Display,9,142.212741,21512,1008,44856_4_CloserTwins_CloseMore_Domain Display,4,0
26471,26471,24/10/2022,5,CloserTwins,Cutdown1B,Domain Display,7,325.781811,21497,587,44858_5_CloserTwins_Cutdown1B_Domain Display,,
24871,24871,07/10/2022,1,UnfairAdvantage,Static,User ID Display,27,110.023923,21478,11597,44841_1_UnfairAdvantage_Static_User ID Display,,
25312,25312,12/10/2022,1,UnfairAdvantage,Static,User ID Display,43,107.784298,21451,12045,44846_1_UnfairAdvantage_Static_User ID Display,,
26390,26390,23/10/2022,5,CloserTwins,Faceoff,Domain Display,13,316.48926,21449,569,44857_5_CloserTwins_Faceoff_Domain Display,77,0
4970,4970,16/05/2022,4,CloserTwins,CloseMore,Domain Display,33,144.18263,21438,5145,44697_4_CloserTwins_CloseMore_Domain Display,5,0
26225,26225,21/10/2022,5,CloserTwins,Cutdown1A,Domain Display,18,313.047105,21434,689,44855_5_CloserTwins_Cutdown1A_Domain Display,,
6295,6295,22/05/2022,4,CloserTwins,CloseMore,Domain Display,38,145.841586,21410,3798,44703_4_CloserTwins_CloseMore_Domain Display,9,0
25982,25982,19/10/2022,1,UnfairAdvantage,Static,User ID Display,41,109.154396,21337,11367,44853_1_UnfairAdvantage_Static_User ID Display,,
26103,26103,20/10/2022,3,UnfairAdvantage,Static,User ID Display,31,109.806017,21289,10936,44854_3_UnfairAdvantage_Static_User ID Display,,
26074,26074,20/10/2022,1,UnfairAdvantage,Static,User ID Display,26,109.18028,21269,11437,44854_1_UnfairAdvantage_Static_User ID Display,,
26472,26472,24/10/2022,5,CloserTwins,Faceoff,Domain Display,10,321.141227,21200,619,44858_5_CloserTwins_Faceoff_Domain Display,52,0
25535,25535,14/10/2022,3,UnfairAdvantage,Static,User ID Display,31,107.501758,21189,10863,44848_3_UnfairAdvantage_Static_User ID Display,,
26307,26307,22/10/2022,5,CloserTwins,Cutdown1A,Domain Display,17,311.00788,21134,587,44856_5_CloserTwins_Cutdown1A_Domain Display,,
26388,26388,23/10/2022,5,CloserTwins,Cutdown1A,Domain Display,4,310.745886,21080,580,44857_5_CloserTwins_Cutdown1A_Domain Display,,
22781,22781,17/09/2022,3,UnfairAdvantage,Static,User ID Display,35,110.448588,20953,10132,44821_3_UnfairAdvantage_Static_User ID Display,,
6517,6517,23/05/2022,4,CloserTwins,CloseMore,Domain Display,25,141.344145,20919,3588,44704_4_CloserTwins_CloseMore_Domain Display,3,0
25343,25343,12/10/2022,3,UnfairAdvantage,Static,User ID Display,39,105.02497,20805,11009,44846_3_UnfairAdvantage_Static_User ID Display,,
26207,26207,21/10/2022,4,CloserTwins,Faster,Domain Display,9,123.546899,20762,802,44855_4_CloserTwins_Faster_Domain Display,7,0
25919,25919,18/10/2022,3,UnfairAdvantage,Static,User ID Display,28,105.253511,20643,10962,44852_3_UnfairAdvantage_Static_User ID Display,,
25697,25697,16/10/2022,1,UnfairAdvantage,Static,User ID Display,33,107.889568,20640,10216,44850_1_UnfairAdvantage_Static_User ID Display,,
5190,5190,17/05/2022,4,CloserTwins,CloseMore,Domain Display,31,140.43448,20629,4903,44698_4_CloserTwins_CloseMore_Domain Display,4,0
26470,26470,24/10/2022,5,CloserTwins,Cutdown1A,Domain Display,19,312.361853,20598,597,44858_5_CloserTwins_Cutdown1A_Domain Display,,
22746,22746,17/09/2022,1,UnfairAdvantage,Static,User ID Display,38,108.544588,20499,10304,44821_1_UnfairAdvantage_Static_User ID Display,,
25728,25728,16/10/2022,3,UnfairAdvantage,Static,User ID Display,29,105.956873,20449,9831,44850_3_UnfairAdvantage_Static_User ID Display,,
25656,25656,15/10/2022,4,UnfairAdvantage,one_page,Domain Display,20,0,20442,1683,44849_4_UnfairAdvantage_one_page_Domain Display,10,0
26467,26467,24/10/2022,5,CloseFaster,MoreAll,Domain Display,21,99.357223,20440,343,44858_5_CloseFaster_MoreAll_Domain Display,22,0
24899,24899,07/10/2022,3,UnfairAdvantage,Static,User ID Display,29,104.854288,20379,10655,44841_3_UnfairAdvantage_Static_User ID Display,,
25034,25034,09/10/2022,1,UnfairAdvantage,Static,User ID Display,23,105.185431,20230,10317,44843_1_UnfairAdvantage_Static_User ID Display,,
6738,6738,24/05/2022,4,CloserTwins,CloseMore,Domain Display,39,139.675135,20201,3475,44705_4_CloserTwins_CloseMore_Domain Display,6,0
26360,26360,23/10/2022,3,UnfairAdvantage,Static,User ID Display,38,104.312121,20188,9558,44857_3_UnfairAdvantage_Static_User ID Display,,
25504,25504,14/10/2022,1,UnfairAdvantage,Static,User ID Display,32,102.327023,20022,10975,44848_1_UnfairAdvantage_Static_User ID Display,,
5411,5411,18/05/2022,4,CloserTwins,CloseMore,Domain Display,37,135.923556,19840,4404,44699_4_CloserTwins_CloseMore_Domain Display,3,0
25062,25062,09/10/2022,3,UnfairAdvantage,Static,User ID Display,25,103.242844,19832,9691,44843_3_UnfairAdvantage_Static_User ID Display,,
25752,25752,16/10/2022,4,UnfairAdvantage,one_page,Domain Display,18,0,19828,1550,44850_4_UnfairAdvantage_one_page_Domain Display,7,0
26039,26039,19/10/2022,5,CloseFaster,MoreAll,Domain Display,22,95.520389,19818,303,44853_5_CloseFaster_MoreAll_Domain Display,20,0
6958,6958,25/05/2022,4,CloserTwins,CloseMore,Domain Display,57,140.675354,19690,3362,44706_4_CloserTwins_CloseMore_Domain Display,3,0
26193,26193,21/10/2022,3,UnfairAdvantage,Static,User ID Display,39,99.303409,19636,9802,44855_3_UnfairAdvantage_Static_User ID Display,,
4308,4308,13/05/2022,4,CloserTwins,CloseMore,Domain Display,38,134.1511,19562,5538,44694_4_CloserTwins_CloseMore_Domain Display,7,0
26335,26335,23/10/2022,1,UnfairAdvantage,Static,User ID Display,30,100.523583,19516,9524,44857_1_UnfairAdvantage_Static_User ID Display,,
